method,sample_id,split,dataset,budget,dense_correct,dense_reliant,eligible_interventions,answer_fidelity,intervention_pass,intervention_answer_fidelity,legacy_flip_safe,reference_safe,combined_gold_safe,safety_pattern_64_128_256_432,minimum_observed_safe_budget,monotonic
fastv,mmstar_000701,prospective,mmstar,64,True,True,gray|blur|irrelevant,False,False,True,False,False,False,0111,128,True
fastv,mmstar_000701,prospective,mmstar,128,True,True,gray|blur|irrelevant,True,True,True,True,True,True,0111,128,True
fastv,mmstar_000701,prospective,mmstar,256,True,True,gray|blur|irrelevant,True,True,True,True,True,True,0111,128,True
fastv,mmstar_000701,prospective,mmstar,432,True,True,gray|blur|irrelevant,True,True,True,True,True,True,0111,128,True
fastv,mmstar_000703,prospective,mmstar,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000703,prospective,mmstar,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000703,prospective,mmstar,256,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000703,prospective,mmstar,432,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000705,prospective,mmstar,64,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_000705,prospective,mmstar,128,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_000705,prospective,mmstar,256,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_000705,prospective,mmstar,432,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_000711,prospective,mmstar,64,True,True,gray|irrelevant,False,False,False,False,False,False,0011,256,True
fastv,mmstar_000711,prospective,mmstar,128,True,True,gray|irrelevant,True,True,False,True,False,False,0011,256,True
fastv,mmstar_000711,prospective,mmstar,256,True,True,gray|irrelevant,True,True,True,True,True,True,0011,256,True
fastv,mmstar_000711,prospective,mmstar,432,True,True,gray|irrelevant,True,True,True,True,True,True,0011,256,True
fastv,mmstar_000720,prospective,mmstar,64,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_000720,prospective,mmstar,128,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_000720,prospective,mmstar,256,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_000720,prospective,mmstar,432,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_000723,prospective,mmstar,64,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_000723,prospective,mmstar,128,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_000723,prospective,mmstar,256,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_000723,prospective,mmstar,432,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_000731,prospective,mmstar,64,True,True,gray|irrelevant,True,True,False,True,False,False,0011,256,True
fastv,mmstar_000731,prospective,mmstar,128,True,True,gray|irrelevant,True,True,False,True,False,False,0011,256,True
fastv,mmstar_000731,prospective,mmstar,256,True,True,gray|irrelevant,True,True,True,True,True,True,0011,256,True
fastv,mmstar_000731,prospective,mmstar,432,True,True,gray|irrelevant,True,True,True,True,True,True,0011,256,True
fastv,mmstar_000732,prospective,mmstar,64,True,True,gray,True,True,True,True,True,True,1111,64,True
fastv,mmstar_000732,prospective,mmstar,128,True,True,gray,True,True,True,True,True,True,1111,64,True
fastv,mmstar_000732,prospective,mmstar,256,True,True,gray,True,True,True,True,True,True,1111,64,True
fastv,mmstar_000732,prospective,mmstar,432,True,True,gray,True,True,True,True,True,True,1111,64,True
fastv,mmstar_000736,prospective,mmstar,64,False,True,gray|blur,False,False,True,False,False,,0001,432,True
fastv,mmstar_000736,prospective,mmstar,128,False,True,gray|blur,False,False,True,False,False,,0001,432,True
fastv,mmstar_000736,prospective,mmstar,256,False,True,gray|blur,False,False,True,False,False,,0001,432,True
fastv,mmstar_000736,prospective,mmstar,432,False,True,gray|blur,True,True,True,True,True,,0001,432,True
fastv,mmstar_000741,prospective,mmstar,64,True,False,,False,True,True,False,False,,0011,256,True
fastv,mmstar_000741,prospective,mmstar,128,True,False,,False,True,True,False,False,,0011,256,True
fastv,mmstar_000741,prospective,mmstar,256,True,False,,True,True,True,True,True,,0011,256,True
fastv,mmstar_000741,prospective,mmstar,432,True,False,,True,True,True,True,True,,0011,256,True
fastv,mmstar_000757,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000757,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000757,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000757,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000769,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000769,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000769,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000769,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000777,prospective,mmstar,64,False,True,gray,True,False,False,False,False,,0001,432,True
fastv,mmstar_000777,prospective,mmstar,128,False,True,gray,True,False,False,False,False,,0001,432,True
fastv,mmstar_000777,prospective,mmstar,256,False,True,gray,True,False,False,False,False,,0001,432,True
fastv,mmstar_000777,prospective,mmstar,432,False,True,gray,True,True,True,True,True,,0001,432,True
fastv,mmstar_000778,prospective,mmstar,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000778,prospective,mmstar,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000778,prospective,mmstar,256,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000778,prospective,mmstar,432,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000782,prospective,mmstar,64,False,True,gray|blur|irrelevant,False,False,True,False,False,,0001,432,True
fastv,mmstar_000782,prospective,mmstar,128,False,True,gray|blur|irrelevant,False,False,True,False,False,,0001,432,True
fastv,mmstar_000782,prospective,mmstar,256,False,True,gray|blur|irrelevant,False,False,True,False,False,,0001,432,True
fastv,mmstar_000782,prospective,mmstar,432,False,True,gray|blur|irrelevant,True,True,True,True,True,,0001,432,True
fastv,mmstar_000783,prospective,mmstar,64,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_000783,prospective,mmstar,128,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_000783,prospective,mmstar,256,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_000783,prospective,mmstar,432,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_000784,prospective,mmstar,64,False,True,irrelevant,False,True,True,False,False,,0011,256,True
fastv,mmstar_000784,prospective,mmstar,128,False,True,irrelevant,False,True,True,False,False,,0011,256,True
fastv,mmstar_000784,prospective,mmstar,256,False,True,irrelevant,True,True,True,True,True,,0011,256,True
fastv,mmstar_000784,prospective,mmstar,432,False,True,irrelevant,True,True,True,True,True,,0011,256,True
fastv,mmstar_000786,prospective,mmstar,64,True,True,gray|blur|irrelevant,False,True,False,False,False,False,0011,256,True
fastv,mmstar_000786,prospective,mmstar,128,True,True,gray|blur|irrelevant,False,False,True,False,False,False,0011,256,True
fastv,mmstar_000786,prospective,mmstar,256,True,True,gray|blur|irrelevant,True,True,True,True,True,True,0011,256,True
fastv,mmstar_000786,prospective,mmstar,432,True,True,gray|blur|irrelevant,True,True,True,True,True,True,0011,256,True
fastv,mmstar_000788,prospective,mmstar,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000788,prospective,mmstar,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000788,prospective,mmstar,256,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000788,prospective,mmstar,432,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000789,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000789,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000789,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000789,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000794,prospective,mmstar,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000794,prospective,mmstar,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000794,prospective,mmstar,256,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000794,prospective,mmstar,432,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000796,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000796,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000796,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000796,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000797,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000797,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000797,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000797,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000803,prospective,mmstar,64,True,True,irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_000803,prospective,mmstar,128,True,True,irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_000803,prospective,mmstar,256,True,True,irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_000803,prospective,mmstar,432,True,True,irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_000811,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000811,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000811,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000811,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000823,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000823,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000823,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000823,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000828,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000828,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000828,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000828,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000840,prospective,mmstar,64,False,True,gray|blur,False,False,True,False,False,,0011,256,True
fastv,mmstar_000840,prospective,mmstar,128,False,True,gray|blur,False,False,True,False,False,,0011,256,True
fastv,mmstar_000840,prospective,mmstar,256,False,True,gray|blur,True,True,True,True,True,,0011,256,True
fastv,mmstar_000840,prospective,mmstar,432,False,True,gray|blur,True,True,True,True,True,,0011,256,True
fastv,mmstar_000842,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000842,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000842,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000842,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000854,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000854,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000854,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000854,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000868,prospective,mmstar,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000868,prospective,mmstar,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000868,prospective,mmstar,256,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000868,prospective,mmstar,432,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000872,prospective,mmstar,64,False,True,gray|blur|irrelevant,False,False,False,False,False,,0001,432,True
fastv,mmstar_000872,prospective,mmstar,128,False,True,gray|blur|irrelevant,False,False,False,False,False,,0001,432,True
fastv,mmstar_000872,prospective,mmstar,256,False,True,gray|blur|irrelevant,False,False,True,False,False,,0001,432,True
fastv,mmstar_000872,prospective,mmstar,432,False,True,gray|blur|irrelevant,True,True,True,True,True,,0001,432,True
fastv,mmstar_000873,prospective,mmstar,64,False,True,gray|blur,True,False,False,False,False,,0001,432,True
fastv,mmstar_000873,prospective,mmstar,128,False,True,gray|blur,True,False,False,False,False,,0001,432,True
fastv,mmstar_000873,prospective,mmstar,256,False,True,gray|blur,True,False,False,False,False,,0001,432,True
fastv,mmstar_000873,prospective,mmstar,432,False,True,gray|blur,True,True,True,True,True,,0001,432,True
fastv,mmstar_000880,prospective,mmstar,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000880,prospective,mmstar,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000880,prospective,mmstar,256,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000880,prospective,mmstar,432,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000881,prospective,mmstar,64,True,True,gray|irrelevant,False,False,False,False,False,False,0000,full,True
fastv,mmstar_000881,prospective,mmstar,128,True,True,gray|irrelevant,False,False,False,False,False,False,0000,full,True
fastv,mmstar_000881,prospective,mmstar,256,True,True,gray|irrelevant,False,False,True,False,False,False,0000,full,True
fastv,mmstar_000881,prospective,mmstar,432,True,True,gray|irrelevant,False,False,True,False,False,False,0000,full,True
fastv,mmstar_000882,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000882,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000882,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000882,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000887,prospective,mmstar,64,False,True,gray|irrelevant,True,True,True,True,True,,1111,64,True
fastv,mmstar_000887,prospective,mmstar,128,False,True,gray|irrelevant,True,True,True,True,True,,1111,64,True
fastv,mmstar_000887,prospective,mmstar,256,False,True,gray|irrelevant,True,True,True,True,True,,1111,64,True
fastv,mmstar_000887,prospective,mmstar,432,False,True,gray|irrelevant,True,True,True,True,True,,1111,64,True
fastv,mmstar_000902,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000902,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000902,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000902,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000905,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000905,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000905,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000905,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000909,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000909,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000909,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000909,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000911,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000911,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000911,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000911,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000920,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000920,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000920,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000920,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000928,prospective,mmstar,64,False,False,,True,True,True,True,True,,1011,64,False
fastv,mmstar_000928,prospective,mmstar,128,False,False,,False,True,True,False,False,,1011,64,False
fastv,mmstar_000928,prospective,mmstar,256,False,False,,True,True,True,True,True,,1011,64,False
fastv,mmstar_000928,prospective,mmstar,432,False,False,,True,True,True,True,True,,1011,64,False
fastv,mmstar_000934,prospective,mmstar,64,False,False,,False,True,True,False,False,,0111,128,True
fastv,mmstar_000934,prospective,mmstar,128,False,False,,True,True,True,True,True,,0111,128,True
fastv,mmstar_000934,prospective,mmstar,256,False,False,,True,True,True,True,True,,0111,128,True
fastv,mmstar_000934,prospective,mmstar,432,False,False,,True,True,True,True,True,,0111,128,True
fastv,mmstar_000936,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000936,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000936,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000936,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000942,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000942,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000942,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000942,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000945,prospective,mmstar,64,False,False,,True,True,True,True,True,,1001,64,False
fastv,mmstar_000945,prospective,mmstar,128,False,False,,False,True,True,False,False,,1001,64,False
fastv,mmstar_000945,prospective,mmstar,256,False,False,,False,True,True,False,False,,1001,64,False
fastv,mmstar_000945,prospective,mmstar,432,False,False,,True,True,True,True,True,,1001,64,False
fastv,mmstar_000950,prospective,mmstar,64,False,True,blur,False,True,True,False,False,,0001,432,True
fastv,mmstar_000950,prospective,mmstar,128,False,True,blur,False,True,True,False,False,,0001,432,True
fastv,mmstar_000950,prospective,mmstar,256,False,True,blur,False,True,True,False,False,,0001,432,True
fastv,mmstar_000950,prospective,mmstar,432,False,True,blur,True,True,True,True,True,,0001,432,True
fastv,mmstar_000951,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000951,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000951,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000951,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000953,prospective,mmstar,64,False,True,gray|irrelevant,False,False,True,False,False,,0111,128,True
fastv,mmstar_000953,prospective,mmstar,128,False,True,gray|irrelevant,True,True,True,True,True,,0111,128,True
fastv,mmstar_000953,prospective,mmstar,256,False,True,gray|irrelevant,True,True,True,True,True,,0111,128,True
fastv,mmstar_000953,prospective,mmstar,432,False,True,gray|irrelevant,True,True,True,True,True,,0111,128,True
fastv,mmstar_000959,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000959,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000959,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000959,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000962,prospective,mmstar,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000962,prospective,mmstar,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000962,prospective,mmstar,256,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000962,prospective,mmstar,432,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000963,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000963,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000963,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000963,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000970,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000970,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000970,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000970,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000971,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000971,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000971,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000971,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000972,prospective,mmstar,64,False,False,,False,True,True,False,False,,0111,128,True
fastv,mmstar_000972,prospective,mmstar,128,False,False,,True,True,True,True,True,,0111,128,True
fastv,mmstar_000972,prospective,mmstar,256,False,False,,True,True,True,True,True,,0111,128,True
fastv,mmstar_000972,prospective,mmstar,432,False,False,,True,True,True,True,True,,0111,128,True
fastv,mmstar_000974,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000974,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000974,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000974,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000978,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000978,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000978,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000978,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000979,prospective,mmstar,64,True,True,blur,True,True,True,True,True,True,1111,64,True
fastv,mmstar_000979,prospective,mmstar,128,True,True,blur,True,True,True,True,True,True,1111,64,True
fastv,mmstar_000979,prospective,mmstar,256,True,True,blur,True,True,True,True,True,True,1111,64,True
fastv,mmstar_000979,prospective,mmstar,432,True,True,blur,True,True,True,True,True,True,1111,64,True
fastv,mmstar_000995,prospective,mmstar,64,True,False,,False,True,True,False,False,,0011,256,True
fastv,mmstar_000995,prospective,mmstar,128,True,False,,False,True,True,False,False,,0011,256,True
fastv,mmstar_000995,prospective,mmstar,256,True,False,,True,True,True,True,True,,0011,256,True
fastv,mmstar_000995,prospective,mmstar,432,True,False,,True,True,True,True,True,,0011,256,True
fastv,mmstar_000998,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000998,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000998,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000998,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001005,prospective,mmstar,64,False,True,gray,False,False,True,False,False,,0011,256,True
fastv,mmstar_001005,prospective,mmstar,128,False,True,gray,False,False,True,False,False,,0011,256,True
fastv,mmstar_001005,prospective,mmstar,256,False,True,gray,True,True,True,True,True,,0011,256,True
fastv,mmstar_001005,prospective,mmstar,432,False,True,gray,True,True,True,True,True,,0011,256,True
fastv,mmstar_001006,prospective,mmstar,64,False,True,gray|blur|irrelevant,False,False,False,False,False,,0011,256,True
fastv,mmstar_001006,prospective,mmstar,128,False,True,gray|blur|irrelevant,True,False,False,False,False,,0011,256,True
fastv,mmstar_001006,prospective,mmstar,256,False,True,gray|blur|irrelevant,True,True,True,True,True,,0011,256,True
fastv,mmstar_001006,prospective,mmstar,432,False,True,gray|blur|irrelevant,True,True,True,True,True,,0011,256,True
fastv,mmstar_001012,prospective,mmstar,64,False,True,gray|blur,True,False,False,False,False,,0010,256,False
fastv,mmstar_001012,prospective,mmstar,128,False,True,gray|blur,True,False,False,False,False,,0010,256,False
fastv,mmstar_001012,prospective,mmstar,256,False,True,gray|blur,True,True,True,True,True,,0010,256,False
fastv,mmstar_001012,prospective,mmstar,432,False,True,gray|blur,True,False,False,False,False,,0010,256,False
fastv,mmstar_001017,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001017,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001017,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001017,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001022,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001022,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001022,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001022,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001025,prospective,mmstar,64,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_001025,prospective,mmstar,128,True,True,gray|blur|irrelevant,True,False,True,False,True,False,1111,64,True
fastv,mmstar_001025,prospective,mmstar,256,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_001025,prospective,mmstar,432,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_001029,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001029,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001029,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001029,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001031,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001031,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001031,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001031,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001032,prospective,mmstar,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001032,prospective,mmstar,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001032,prospective,mmstar,256,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001032,prospective,mmstar,432,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001035,prospective,mmstar,64,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_001035,prospective,mmstar,128,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_001035,prospective,mmstar,256,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1111,64,True
